image_path	label_name	juan_idx	image_num	idx_list
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/2419_清華八·攝命05.png	juan.qinghuaba.2419-2425.7	qinhuaba	7	2419-2425
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/2109_清華八·攝命26.png	juan.qinghuaba.2109-2110.2	qinhuaba	2	2109-2110
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1928_清華八·邦政13.png	juan.qinghuaba.1926-1929.4	qinhuaba	4	1926-1929
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3315_清華八·攝命32.png	juan.qinghuaba.3315.1	qinhuaba	1	3315
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1065_清華八•攝命18.png	juan.qinghuaba.1048-1093.46	qinhuaba	46	1048-1093
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/2718_清華八·邦道10.png	juan.qinghuaba.2718.1	qinhuaba	1	2718
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/299_清華八•攝命05.png	juan.qinghuaba.299-301.3	qinhuaba	3	299-301
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3577_清華八·攝命22.png	juan.qinghuaba.3567-3589.23	qinhuaba	23	3567-3589
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/74_清華八•邦政05.png	juan.qinghuaba.74-75.2	qinhuaba	2	74-75
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1878_清華八·邦道03.png	juan.qinghuaba.1878.1	qinhuaba	1	1878
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/466_ 清華八•邦道24.png	juan.qinghuaba.465-466.2	qinhuaba	2	465-466
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3036_清華八·攝命21.png	juan.qinghuaba.3004-3077.74	qinhuaba	74	3004-3077
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/2717_清華八·邦道05.png	juan.qinghuaba.2717.1	qinhuaba	1	2717
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/88_清華八•邦道10.png	juan.qinghuaba.88.1	qinhuaba	1	88
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3122_清華八·攝命17.png	juan.qinghuaba.3122-3123.2	qinhuaba	2	3122-3123
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/658_清華八•邦道24.png	juan.qinghuaba.658.1	qinhuaba	1	658
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1973_清華八·邦道03.png	juan.qinghuaba.1955-1984.30	qinhuaba	30	1955-1984
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/646_清華八•處位03.png	juan.qinghuaba.646-648.3	qinhuaba	3	646-648
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3235_清華八·處位04.png	juan.qinghuaba.3233-3246.14	qinhuaba	14	3233-3246
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1593_清華八·八氣05.png	juan.qinghuaba.1588-1596.9	qinhuaba	9	1588-1596
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1730_清華八·處位08.png	juan.qinghuaba.1711-1849.139	qinhuaba	139	1711-1849
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/308_清華八•八氣07.png	juan.qinghuaba.305-308.4	qinhuaba	4	305-308
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/3457_清華八·邦道02.png	juan.qinghuaba.3455-3469.15	qinhuaba	15	3455-3469
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1215_清華八•攝命26.png	juan.qinghuaba.1206-1258.53	qinhuaba	53	1206-1258
/home/huchenlong/codes/guwen/chujian/data/qinghuaba/resultImg/1126_清華八•邦道19.png	juan.qinghuaba.1106-1137.32	qinhuaba	32	1106-1137
